"concurrent_requests";"benchmark_title";"client_home_elapsed_seconds";"client_home_error_msg";"client_home_http_code";"client_home_result";"client_home_started_time";"client_home_stopped_time";"server_buy_cpu_usage";"server_buy_memory_usage";"server_buy_elapsed_seconds";"server_buy_error_msg";"server_buy_result";"server_buy_started_time";"server_buy_stopped_time";"client_buy_elapsed_seconds";"client_buy_error_msg";"client_buy_http_code";"client_buy_result";"client_buy_started_time";"client_buy_stopped_time"
1000;"";6.014;"";200;True;"2015-01-03T00:33:33.965769";"2015-01-03T00:33:39.979639";33.0;3104;0.314;"";True;"2015-01-03T00:33:47.556052";"2015-01-03T00:33:47.870089";13.845;"";200;True;"2015-01-03T00:33:39.979965";"2015-01-03T00:33:53.825477"
1000;"";6.494;"";200;True;"2015-01-03T00:33:33.985359";"2015-01-03T00:33:40.479447";32.9;3103;0.334;"";True;"2015-01-03T00:33:47.937501";"2015-01-03T00:33:48.271680";13.366;"";200;True;"2015-01-03T00:33:40.479593";"2015-01-03T00:33:53.845170"
1000;"";12.354;"";200;True;"2015-01-03T00:33:35.026722";"2015-01-03T00:33:47.380363";32.9;3103;0.368;"";True;"2015-01-03T00:33:47.867662";"2015-01-03T00:33:48.235190";6.471;"";200;True;"2015-01-03T00:33:47.380575";"2015-01-03T00:33:53.851472"
1000;"";12.269;"";200;True;"2015-01-03T00:33:35.313740";"2015-01-03T00:33:47.582354";32.8;3103;0.301;"";True;"2015-01-03T00:33:48.096296";"2015-01-03T00:33:48.397685";6.295;"";200;True;"2015-01-03T00:33:47.582497";"2015-01-03T00:33:53.877750"
1000;"";6.7;"";200;True;"2015-01-03T00:33:34.145579";"2015-01-03T00:33:40.845922";"";"";"";"No JSON object could be decoded";"";"";"";13.089;"No JSON object could be decoded";-100;False;"2015-01-03T00:33:40.846120";"2015-01-03T00:33:53.934791"
1000;"";13.244;"";200;True;"2015-01-03T00:33:34.225105";"2015-01-03T00:33:47.469089";33.0;3104;0.35;"";True;"2015-01-03T00:33:47.764338";"2015-01-03T00:33:48.114729";6.471;"";200;True;"2015-01-03T00:33:47.469416";"2015-01-03T00:33:53.940573"
1000;"";11.698;"";200;True;"2015-01-03T00:33:33.961928";"2015-01-03T00:33:45.660039";33.0;3103;0.347;"";True;"2015-01-03T00:33:48.225296";"2015-01-03T00:33:48.572330";8.286;"";200;True;"2015-01-03T00:33:45.660392";"2015-01-03T00:33:53.946274"
1000;"";12.064;"";200;True;"2015-01-03T00:33:35.131575";"2015-01-03T00:33:47.195771";32.8;3104;0.293;"";True;"2015-01-03T00:33:47.708270";"2015-01-03T00:33:48.001733";6.793;"";200;True;"2015-01-03T00:33:47.195888";"2015-01-03T00:33:53.988415"
1000;"";12.085;"";200;True;"2015-01-03T00:33:34.259061";"2015-01-03T00:33:46.343647";32.8;3103;0.284;"";True;"2015-01-03T00:33:47.842321";"2015-01-03T00:33:48.126565";7.722;"";200;True;"2015-01-03T00:33:46.343916";"2015-01-03T00:33:54.065769"
1000;"";12.507;"";200;True;"2015-01-03T00:33:34.133715";"2015-01-03T00:33:46.640425";32.8;3103;0.283;"";True;"2015-01-03T00:33:48.166985";"2015-01-03T00:33:48.449924";7.493;"";200;True;"2015-01-03T00:33:46.640607";"2015-01-03T00:33:54.133083"
1000;"";11.919;"";200;True;"2015-01-03T00:33:34.976900";"2015-01-03T00:33:46.895565";32.6;3103;0.33;"";True;"2015-01-03T00:33:48.244779";"2015-01-03T00:33:48.574611";7.314;"";200;True;"2015-01-03T00:33:46.895704";"2015-01-03T00:33:54.210043"
1000;"";8.97;"";200;True;"2015-01-03T00:33:34.413085";"2015-01-03T00:33:43.383071";32.3;3102;0.333;"";True;"2015-01-03T00:33:48.288368";"2015-01-03T00:33:48.621302";10.886;"";200;True;"2015-01-03T00:33:43.383192";"2015-01-03T00:33:54.268840"
1000;"";6.766;"";200;True;"2015-01-03T00:33:34.174324";"2015-01-03T00:33:40.940396";32.0;3102;0.252;"";True;"2015-01-03T00:33:48.508588";"2015-01-03T00:33:48.760410";13.436;"";200;True;"2015-01-03T00:33:40.940526";"2015-01-03T00:33:54.376400"
1000;"";10.21;"";200;True;"2015-01-03T00:33:34.861385";"2015-01-03T00:33:45.071565";32.2;3105;0.251;"";True;"2015-01-03T00:33:48.589832";"2015-01-03T00:33:48.840298";9.329;"";200;True;"2015-01-03T00:33:45.071692";"2015-01-03T00:33:54.400887"
1000;"";11.913;"";200;True;"2015-01-03T00:33:35.147039";"2015-01-03T00:33:47.059663";32.1;3105;0.254;"";True;"2015-01-03T00:33:48.564441";"2015-01-03T00:33:48.818304";7.347;"";200;True;"2015-01-03T00:33:47.059811";"2015-01-03T00:33:54.406913"
1000;"";6.4;"";200;True;"2015-01-03T00:33:33.982858";"2015-01-03T00:33:40.382850";"";"";"";"No JSON object could be decoded";"";"";"";14.08;"No JSON object could be decoded";-100;False;"2015-01-03T00:33:40.383033";"2015-01-03T00:33:54.462778"
